label	okres	value
Lozice	Chrudim	chrudim/lozice
Loučky	Semily	semily/loucky
Služátky	Havlíčkův Brod	havlickuv-brod/sluzatky
Zdechovice	Hradec Králové	hradec-kralove/zdechovice
Kocelovice	Strakonice	strakonice/kocelovice
Lhotice	Třebíč	trebic/lhotice
Naloučany	Třebíč	trebic/naloucany
Lišany	Louny	louny/lisany
Radostín	Havlíčkův Brod	havlickuv-brod/radostin
Neprobylice	Kladno	kladno/neprobylice
Krásné	Chrudim	chrudim/krasne
Podůlšany	Pardubice	pardubice/podulsany
Kyjovice	Znojmo	znojmo/kyjovice
Černvír	Brno-venkov	brno-venkov/cernvir
Pokojov	Žďár nad Sázavou	zdar-nad-sazavou/pokojov
Skalka u Doks	Česká Lípa	ceska-lipa/skalka-u-doks
Ostrolovský Újezd	České Budějovice	ceske-budejovice/ostrolovsky-ujezd
Slaník	Strakonice	strakonice/slanik
Mahouš	Prachatice	prachatice/mahous
Vestec	Náchod	nachod/vestec
Svídnice	Rychnov nad Kněžnou	rychnov-nad-kneznou/svidnice
Nevratice	Jičín	jicin/nevratice
Radhostice	Prachatice	prachatice/radhostice
Radkovice u Budče	Třebíč	trebic/radkovice-u-budce
Nahošovice	Přerov	prerov/nahosovice
Bučí	Plzeň-sever	plzen-sever/buci
Černiv	Litoměřice	litomerice/cerniv
Dražovice	Klatovy	klatovy/drazovice
Račice nad Trotinou	Hradec Králové	hradec-kralove/racice-nad-trotinou
Arnolec	Jihlava	jihlava/arnolec
Hladov	Jihlava	jihlava/hladov
Hojkov	Jihlava	jihlava/hojkov
Dolní Lažany	Třebíč	trebic/dolni-lazany
Sulimov	Kroměříž	kromeriz/sulimov
Džbánice	Znojmo	znojmo/dzbanice
Kubšice	Znojmo	znojmo/kubsice
Slapsko	Tábor	tabor/slapsko
Církvice	Kolín	kolin/cirkvice
Ošelín	Tachov	tachov/oselin
Litíč	Trutnov	trutnov/litic
Budčeves	Jičín	jicin/budceves
Červená Třemešná	Jičín	jicin/cervena-tremesna
Lom	Tábor	tabor/lom
Chodovlice	Litoměřice	litomerice/chodovlice
Žim	Teplice	teplice/zim
Lišice	Hradec Králové	hradec-kralove/lisice
Pařezov	Domažlice	domazlice/parezov
Čichalov	Karlovy Vary	karlovy-vary/cichalov
Líšina	Plzeň-jih	plzen-jih/lisina
Kunice	Blansko	blansko/kunice
Lhánice	Třebíč	trebic/lhanice
Dolní Libochová	Žďár nad Sázavou	zdar-nad-sazavou/dolni-libochova
Chudoslavice	Litoměřice	litomerice/chudoslavice
Kuroslepy	Třebíč	trebic/kuroslepy
Hoštice	Strakonice	strakonice/hostice
Horní Rápotice	Pelhřimov	pelhrimov/horni-rapotice
Bratříkovice	Opava	opava/bratrikovice
Kojetín	Havlíčkův Brod	havlickuv-brod/kojetin
Jedousov	Pardubice	pardubice/jedousov
Poustka	Cheb	cheb/poustka
Stínava	Prostějov	prostejov/stinava
Stálky	Znojmo	znojmo/stalky
Velká Turná	Strakonice	strakonice/velka-turna
Kamýk	Litoměřice	litomerice/kamyk
Vyklantice	Pelhřimov	pelhrimov/vyklantice
Prášily	Klatovy	klatovy/prasily
Horní Skrýchov	Jindřichův Hradec	jindrichuv-hradec/horni-skrychov
Dolní Žďár	Jindřichův Hradec	jindrichuv-hradec/dolni-zdar
Štíhlice	Praha-východ	praha-vychod/stihlice
Tržek	Svitavy	svitavy/trzek
Velký Luh	Cheb	cheb/velky-luh
Bílé Poličany	Trutnov	trutnov/bile-policany
Býšovec	Žďár nad Sázavou	zdar-nad-sazavou/bysovec
Kuřimské Jestřabí	Brno-venkov	brno-venkov/kurimske-jestrabi
Mrzky	Kolín	kolin/mrzky
Český Šternberk	Benešov	benesov/cesky-sternberk
Michalovice	Litoměřice	litomerice/michalovice
Zábřezí-Řečice	Trutnov	trutnov/zabrezi-recice
Lipina	Olomouc	olomouc/lipina
Mladecko	Opava	opava/mladecko
Boršov	Jihlava	jihlava/borsov
Třeštice	Jihlava	jihlava/trestice
Věžnice	Jihlava	jihlava/veznice
Chlum	Třebíč	trebic/chlum
Račice	Rakovník	rakovnik/racice
Janův Důl	Liberec	liberec/januv-dul
Bratřice	Pelhřimov	pelhrimov/bratrice
Koberovice	Pelhřimov	pelhrimov/koberovice
Libníkovice	Hradec Králové	hradec-kralove/libnikovice
Kosořín	Ústí nad Orlicí	usti-nad-orlici/kosorin
Holštejn	Blansko	blansko/holstejn
Bochovice	Třebíč	trebic/bochovice
Polní Chrčice	Kolín	kolin/polni-chrcice
Miřetice	Benešov	benesov/miretice
Horní Těšice	Přerov	prerov/horni-tesice
Ždánov	Domažlice	domazlice/zdanov
Kunějovice	Plzeň-sever	plzen-sever/kunejovice
Horní Slatina	Jindřichův Hradec	jindrichuv-hradec/horni-slatina
Cetyně	Příbram	pribram/cetyne
Hlubyně	Příbram	pribram/hlubyne
Výžerky	Praha-východ	praha-vychod/vyzerky
Trpišovice	Havlíčkův Brod	havlickuv-brod/trpisovice
Rokytovec	Mladá Boleslav	mlada-boleslav/rokytovec
Všeradov	Chrudim	chrudim/vseradov
Březiny	Svitavy	svitavy/breziny
Dražeň	Plzeň-sever	plzen-sever/drazen
Lazinov	Blansko	blansko/lazinov
Rozsíčka	Blansko	blansko/rozsicka
Štipoklasy	Kutná Hora	kutna-hora/stipoklasy
Soběšín	Kutná Hora	kutna-hora/sobesin
Krašlovice	Strakonice	strakonice/kraslovice
Střelice	Plzeň-jih	plzen-jih/strelice
Břevnice	Havlíčkův Brod	havlickuv-brod/brevnice
Kochánov	Havlíčkův Brod	havlickuv-brod/kochanov
Krompach	Česká Lípa	ceska-lipa/krompach
Újezd u Sezemic	Pardubice	pardubice/ujezd-u-sezemic
Zelenecká Lhota	Jičín	jicin/zelenecka-lhota
Stvolová	Blansko	blansko/stvolova
Kaliště	Jihlava	jihlava/kaliste
Dolenice	Znojmo	znojmo/dolenice
Radenice	Žďár nad Sázavou	zdar-nad-sazavou/radenice
Radíkov	Přerov	prerov/radikov
Kozly	Česká Lípa	ceska-lipa/kozly
Polomí	Prostějov	prostejov/polomi
Skopytce	Tábor	tabor/skopytce
Vilice	Tábor	tabor/vilice
Liboměřice	Chrudim	chrudim/libomerice
Kněžice	Chrudim	chrudim/knezice
Pavlov	Kladno	kladno/pavlov
Nesvačily	Beroun	beroun/nesvacily
Hlavatce	České Budějovice	ceske-budejovice/hlavatce
Křešín	Pelhřimov	pelhrimov/kresin
Bačalky	Jičín	jicin/bacalky
Vrančice	Příbram	pribram/vrancice
Terešov	Rokycany	rokycany/teresov
Neratov	Pardubice	pardubice/neratov
Krhov	Blansko	blansko/krhov
Vyškovec	Uherské Hradiště	uherske-hradiste/vyskovec
Malínky	Vyškov	vyskov/malinky
Provodovice	Přerov	prerov/provodovice
Sobíšky	Přerov	prerov/sobisky
Hořenice	Náchod	nachod/horenice
Vrbice	Rychnov nad Kněžnou	rychnov-nad-kneznou/vrbice
Lčovice	Prachatice	prachatice/lcovice
Krtov	Tábor	tabor/krtov
Staré Těchanovice	Opava	opava/stare-techanovice
Osičky	Hradec Králové	hradec-kralove/osicky
České Petrovice	Ústí nad Orlicí	usti-nad-orlici/ceske-petrovice
Cerekvička-Rosice	Jihlava	jihlava/cerekvicka-rosice
Přešovice	Třebíč	trebic/presovice
Pucov	Třebíč	trebic/pucov
Kadov	Znojmo	znojmo/kadov
Vlksice	Písek	pisek/vlksice
Vidim	Mělník	melnik/vidim
Podmoklany	Havlíčkův Brod	havlickuv-brod/podmoklany
Kladruby	Strakonice	strakonice/kladruby
Chrbonín	Tábor	tabor/chrbonin
Němčovice	Rokycany	rokycany/nemcovice
Kozlov	Havlíčkův Brod	havlickuv-brod/kozlov
Bukvice	Jičín	jicin/bukvice
Zahrádka	Plzeň-sever	plzen-sever/zahradka
Panenská Rozsíčka	Jihlava	jihlava/panenska-rozsicka
Hodíškov	Žďár nad Sázavou	zdar-nad-sazavou/hodiskov
Zadní Zhořec	Žďár nad Sázavou	zdar-nad-sazavou/zadni-zhorec
Lhotky	Mladá Boleslav	mlada-boleslav/lhotky
Bor u Skutče	Chrudim	chrudim/bor-u-skutce
Pavlov	Havlíčkův Brod	havlickuv-brod/pavlov
Vrátno	Mladá Boleslav	mlada-boleslav/vratno
Mezilečí	Náchod	nachod/mezileci
Mokré	Rychnov nad Kněžnou	rychnov-nad-kneznou/mokre
Vlčatín	Třebíč	trebic/vlcatin
Pertoltice	Kutná Hora	kutna-hora/pertoltice
Ondřejov	Pelhřimov	pelhrimov/ondrejov
Zběšičky	Písek	pisek/zbesicky
Bohušice	Třebíč	trebic/bohusice
Tašov	Ústí nad Labem	usti-nad-labem/tasov
Strukov	Olomouc	olomouc/strukov
Nemyslovice	Mladá Boleslav	mlada-boleslav/nemyslovice
Bohuslavice	Jihlava	jihlava/bohuslavice
Stupava	Uherské Hradiště	uherske-hradiste/stupava
Bítov	Znojmo	znojmo/bitov
Kněževes	Žďár nad Sázavou	zdar-nad-sazavou/knezeves
Rusín	Bruntál	bruntal/rusin
Kadlín	Mělník	melnik/kadlin
Samopše	Kutná Hora	kutna-hora/samopse
Slavošov	Kutná Hora	kutna-hora/slavosov
Dražičky	Tábor	tabor/drazicky
Hraběšice	Šumperk	sumperk/hrabesice
Sněžné	Rychnov nad Kněžnou	rychnov-nad-kneznou/snezne
Hostětice	Jihlava	jihlava/hostetice
Zástřizly	Kroměříž	kromeriz/zastrizly
Skřinářov	Žďár nad Sázavou	zdar-nad-sazavou/skrinarov
Bezděkov pod Třemšínem	Příbram	pribram/bezdekov-pod-tremsinem
Ždírec	Havlíčkův Brod	havlickuv-brod/zdirec
Malšín	Český Krumlov	cesky-krumlov/malsin
Skalička	Brno-venkov	brno-venkov/skalicka
Malá Štáhle	Bruntál	bruntal/mala-stahle
Hodonice	Tábor	tabor/hodonice
Mořinka	Beroun	beroun/morinka
Menhartice	Třebíč	trebic/menhartice
Kyjov	Havlíčkův Brod	havlickuv-brod/kyjov
Sedlice	Pelhřimov	pelhrimov/sedlice
Světce	Jindřichův Hradec	jindrichuv-hradec/svetce
Všesulov	Rakovník	rakovnik/vsesulov
Kolešov	Rakovník	rakovnik/kolesov
Stavenice	Šumperk	sumperk/stavenice
Kostelecké Horky	Rychnov nad Kněžnou	rychnov-nad-kneznou/kostelecke-horky
Ostašov	Třebíč	trebic/ostasov
Boskovštejn	Znojmo	znojmo/boskovstejn
Radostín	Žďár nad Sázavou	zdar-nad-sazavou/radostin
Horní Smržov	Blansko	blansko/horni-smrzov
Nebřehovice	Strakonice	strakonice/nebrehovice
Klášterní Skalice	Kolín	kolin/klasterni-skalice
Petrov	Blansko	blansko/petrov
Bousín	Prostějov	prostejov/bousin
Březejc	Žďár nad Sázavou	zdar-nad-sazavou/brezejc
Nová Ves	Domažlice	domazlice/nova-ves
Občov	Příbram	pribram/obcov
Břehov	České Budějovice	ceske-budejovice/brehov
Smolné Pece	Karlovy Vary	karlovy-vary/smolne-pece
Lukov	Teplice	teplice/lukov
Nevězice	Písek	pisek/nevezice
Všehrdy	Chomutov	chomutov/vsehrdy
Krátká Ves	Havlíčkův Brod	havlickuv-brod/kratka-ves
Lužany	Hradec Králové	hradec-kralove/luzany
Kobylnice	Mladá Boleslav	mlada-boleslav/kobylnice
Třebonín	Kutná Hora	kutna-hora/trebonin
Tetín	Jičín	jicin/tetin
Slatina	Svitavy	svitavy/slatina
Studnice	Třebíč	trebic/studnice
Zahrádka	Třebíč	trebic/zahradka
Vokov	Pelhřimov	pelhrimov/vokov
Medonosy	Mělník	melnik/medonosy
Koupě	Příbram	pribram/koupe
Chmelná	Benešov	benesov/chmelna
Mezná	Pelhřimov	pelhrimov/mezna
Únětice	Plzeň-jih	plzen-jih/unetice
Cerhonice	Písek	pisek/cerhonice
Dědová	Chrudim	chrudim/dedova
Koruna	Svitavy	svitavy/koruna
Křižanovice u Vyškova	Vyškov	vyskov/krizanovice-u-vyskova
Strachujov	Žďár nad Sázavou	zdar-nad-sazavou/strachujov
Čížkov	Pelhřimov	pelhrimov/cizkov
Korkyně	Příbram	pribram/korkyne
Otěšice	Plzeň-jih	plzen-jih/otesice
Zájezdec	Chrudim	chrudim/zajezdec
Mlýny	Tábor	tabor/mlyny
Neuměř	Domažlice	domazlice/neumer
Úsilov	Domažlice	domazlice/usilov
Radostov	Hradec Králové	hradec-kralove/radostov
Lány u Dašic	Pardubice	pardubice/lany-u-dasic
Litovany	Třebíč	trebic/litovany
Mirošov	Žďár nad Sázavou	zdar-nad-sazavou/mirosov
Tupadly	Mělník	melnik/tupadly
Lobeč	Mělník	melnik/lobec
Pěčnov	Prachatice	prachatice/pecnov
Žďárek	Liberec	liberec/zdarek
Břežany	Rakovník	rakovnik/brezany
Kováň	Mladá Boleslav	mlada-boleslav/kovan
Sovolusky	Pardubice	pardubice/sovolusky
Lhota u Lysic	Blansko	blansko/lhota-u-lysic
Kozlany	Třebíč	trebic/kozlany
Skorotice	Žďár nad Sázavou	zdar-nad-sazavou/skorotice
Osek	Písek	pisek/osek
Oseček	Nymburk	nymburk/osecek
Kamberk	Benešov	benesov/kamberk
Hořany	Nymburk	nymburk/horany
Krty-Hradec	Strakonice	strakonice/krty-hradec
Tuřany	Cheb	cheb/turany
Hraničné Petrovice	Olomouc	olomouc/hranicne-petrovice
Křenovy	Domažlice	domazlice/krenovy
Mezholezy 2	Domažlice	domazlice/mezholezy-2
Dolní Hrachovice	Tábor	tabor/dolni-hrachovice
Pavlov	Pelhřimov	pelhrimov/pavlov
Starosedlský Hrádek	Příbram	pribram/starosedlsky-hradek
Študlov	Svitavy	svitavy/studlov
Závist	Blansko	blansko/zavist
Hubenov	Jihlava	jihlava/hubenov
Sedlečko u Soběslavě	Tábor	tabor/sedlecko-u-sobeslave
Chlum	Benešov	benesov/chlum
Kozly	Louny	louny/kozly
Tomice	Benešov	benesov/tomice
Loucká	Kladno	kladno/loucka
Prostiboř	Tachov	tachov/prostibor
Chraberce	Louny	louny/chraberce
Kovač	Jičín	jicin/kovac
Újezd u Tišnova	Brno-venkov	brno-venkov/ujezd-u-tisnova
Jarov	Plzeň-sever	plzen-sever/jarov
Hošťalovice	Chrudim	chrudim/hostalovice
Vršovka	Náchod	nachod/vrsovka
Úsuší	Brno-venkov	brno-venkov/ususi
Dyjice	Jihlava	jihlava/dyjice
Daňkovice	Žďár nad Sázavou	zdar-nad-sazavou/dankovice
Drahoňův Újezd	Rokycany	rokycany/drahonuv-ujezd
Opočno	Louny	louny/opocno
Brada-Rybníček	Jičín	jicin/brada-rybnicek
Petrovice	Bruntál	bruntal/petrovice
Kaceřov	Plzeň-sever	plzen-sever/kacerov
Přeborov	Písek	pisek/preborov
Prosíčka	Havlíčkův Brod	havlickuv-brod/prosicka
Ctiměřice	Mladá Boleslav	mlada-boleslav/ctimerice
Slavhostice	Jičín	jicin/slavhostice
Malá Úpa	Trutnov	trutnov/mala-upa
Malá Lhota	Blansko	blansko/mala-lhota
Horní Heřmanice	Třebíč	trebic/horni-hermanice
Roubanina	Blansko	blansko/roubanina
Věžovatá Pláně	Český Krumlov	cesky-krumlov/vezovata-plane
Zhoř	Tachov	tachov/zhor
Pesvice	Chomutov	chomutov/pesvice
Řečice	Pelhřimov	pelhrimov/recice
Zámostí-Blata	Jičín	jicin/zamosti-blata
Koryta	Plzeň-sever	plzen-sever/koryta
Levín	Litoměřice	litomerice/levin
Karlova Ves	Rakovník	rakovnik/karlova-ves
Veselice	Mladá Boleslav	mlada-boleslav/veselice
Dobřany	Rychnov nad Kněžnou	rychnov-nad-kneznou/dobrany
Černín	Znojmo	znojmo/cernin
Březina	Jindřichův Hradec	jindrichuv-hradec/brezina
Ždírec	Česká Lípa	ceska-lipa/zdirec
Psáře	Benešov	benesov/psare
Souňov	Kutná Hora	kutna-hora/sounov
Hořešovičky	Kladno	kladno/horesovicky
Bezděkov	Rokycany	rokycany/bezdekov
Třeboc	Rakovník	rakovnik/treboc
Mokrosuky	Klatovy	klatovy/mokrosuky
Skrýchov u Malšic	Tábor	tabor/skrychov-u-malsic
Vlkanov	Domažlice	domazlice/vlkanov
Březinky	Svitavy	svitavy/brezinky
Vápno	Pardubice	pardubice/vapno
Černíč	Jihlava	jihlava/cernic
Potvorov	Plzeň-sever	plzen-sever/potvorov
Pustověty	Rakovník	rakovnik/pustovety
Slunečná	Česká Lípa	ceska-lipa/slunecna
Temešvár	Písek	pisek/temesvar
Krakov	Rakovník	rakovnik/krakov
Vinary	Ústí nad Orlicí	usti-nad-orlici/vinary
Litošice	Pardubice	pardubice/litosice
Biřkov	Klatovy	klatovy/birkov
Sudislav nad Orlicí	Ústí nad Orlicí	usti-nad-orlici/sudislav-nad-orlici
Věžnička	Jihlava	jihlava/veznicka
Staré Hutě	Uherské Hradiště	uherske-hradiste/stare-hute
Myslovice	Klatovy	klatovy/myslovice
Radotice	Třebíč	trebic/radotice
Bačkov	Havlíčkův Brod	havlickuv-brod/backov
Loučim	Domažlice	domazlice/loucim
Kopidlo	Plzeň-sever	plzen-sever/kopidlo
Těchobuz	Pelhřimov	pelhrimov/techobuz
Vlastiboř	Jablonec nad Nisou	jablonec-nad-nisou/vlastibor
Borek	Havlíčkův Brod	havlickuv-brod/borek
Stará Voda	Hradec Králové	hradec-kralove/stara-voda
Nasavrky	Ústí nad Orlicí	usti-nad-orlici/nasavrky
Oldřichov	Přerov	prerov/oldrichov
Starkoč	Kutná Hora	kutna-hora/starkoc
Salačova Lhota	Pelhřimov	pelhrimov/salacova-lhota
Doubravička	Mladá Boleslav	mlada-boleslav/doubravicka
Zichovec	Kladno	kladno/zichovec
Leštinka	Chrudim	chrudim/lestinka
Nabočany	Chrudim	chrudim/nabocany
Lomec	Klatovy	klatovy/lomec
Chotovice	Svitavy	svitavy/chotovice
Hodonín	Blansko	blansko/hodonin
Rybné	Jihlava	jihlava/rybne
Žatec	Jihlava	jihlava/zatec
Dědice	Třebíč	trebic/dedice
Rousměrov	Žďár nad Sázavou	zdar-nad-sazavou/rousmerov
Vševily	Příbram	pribram/vsevily
Němčice	Domažlice	domazlice/nemcice
Únehle	Tachov	tachov/unehle
Kozárov	Blansko	blansko/kozarov
Synalov	Brno-venkov	brno-venkov/synalov
Milíčov	Jihlava	jihlava/milicov
Kadov	Žďár nad Sázavou	zdar-nad-sazavou/kadov
Polom	Rychnov nad Kněžnou	rychnov-nad-kneznou/polom
Stojčín	Pelhřimov	pelhrimov/stojcin
Nová Olešná	Jindřichův Hradec	jindrichuv-hradec/nova-olesna
Měděnec	Chomutov	chomutov/medenec
Žáravice	Pardubice	pardubice/zaravice
Chotěnov	Svitavy	svitavy/chotenov
Urbanov	Jihlava	jihlava/urbanov
Čakov	Benešov	benesov/cakov
Ostrov	Havlíčkův Brod	havlickuv-brod/ostrov
Libel	Rychnov nad Kněžnou	rychnov-nad-kneznou/libel
Cekov	Rokycany	rokycany/cekov
Horosedly	Písek	pisek/horosedly
Vydří	Jindřichův Hradec	jindrichuv-hradec/vydri
Osiky	Brno-venkov	brno-venkov/osiky
Ježená	Jihlava	jihlava/jezena
Lomy	Třebíč	trebic/lomy
Strojetice	Benešov	benesov/strojetice
Újezdec	Mělník	melnik/ujezdec
Opatovice I	Kutná Hora	kutna-hora/opatovice-i
Ctiboř	Benešov	benesov/ctibor
Klenová	Klatovy	klatovy/klenova
Sirá	Rokycany	rokycany/sira
Mezilesí	Pelhřimov	pelhrimov/mezilesi
Mažice	Tábor	tabor/mazice
Malé Výkleky	Pardubice	pardubice/male-vykleky
Okarec	Třebíč	trebic/okarec
Stradonice	Kladno	kladno/stradonice
Broumov	Tachov	tachov/broumov
Balkova Lhota	Tábor	tabor/balkova-lhota
Podbořanský Rohozec	Louny	louny/podboransky-rohozec
Přepeře	Mladá Boleslav	mlada-boleslav/prepere
Ochoz u Tišnova	Brno-venkov	brno-venkov/ochoz-u-tisnova
Křepice	Znojmo	znojmo/krepice
Úherčice	Chrudim	chrudim/uhercice
Drahkov	Plzeň-jih	plzen-jih/drahkov
Věžná	Pelhřimov	pelhrimov/vezna
Tvrzice	Prachatice	prachatice/tvrzice
Cetenov	Liberec	liberec/cetenov
Bohy	Plzeň-sever	plzen-sever/bohy
Plískov	Rokycany	rokycany/pliskov
Puchlovice	Hradec Králové	hradec-kralove/puchlovice
Smrček	Chrudim	chrudim/smrcek
Čmelíny	Plzeň-jih	plzen-jih/cmeliny
Dlouhá Lhota	Blansko	blansko/dlouha-lhota
Vlachovice	Žďár nad Sázavou	zdar-nad-sazavou/vlachovice
Ovesné Kladruby	Cheb	cheb/ovesne-kladruby
Libějice	Tábor	tabor/libejice
Litostrov	Brno-venkov	brno-venkov/litostrov
Zárubice	Třebíč	trebic/zarubice
Trnové Pole	Znojmo	znojmo/trnove-pole
Drahonín	Brno-venkov	brno-venkov/drahonin
Kuřimská Nová Ves	Brno-venkov	brno-venkov/kurimska-nova-ves
Černíky	Nymburk	nymburk/cerniky
Ješetice	Benešov	benesov/jesetice
Lašovice	Rakovník	rakovnik/lasovice
Jilem	Havlíčkův Brod	havlickuv-brod/jilem
Uzenice	Strakonice	strakonice/uzenice
Chotěmice	Tábor	tabor/chotemice
Bystrá	Pelhřimov	pelhrimov/bystra
Dehtáře	Pelhřimov	pelhrimov/dehtare
Klokočov	Havlíčkův Brod	havlickuv-brod/klokocov
Židovice	Jičín	jicin/zidovice
Kramolín	Třebíč	trebic/kramolin
Vlkovice	Cheb	cheb/vlkovice
Hajany	Strakonice	strakonice/hajany
Horky	Svitavy	svitavy/horky
Kočín	Plzeň-sever	plzen-sever/kocin
Štichovice	Plzeň-sever	plzen-sever/stichovice
Velké Tresné	Žďár nad Sázavou	zdar-nad-sazavou/velke-tresne
Baliny	Žďár nad Sázavou	zdar-nad-sazavou/baliny
Javorník	Benešov	benesov/javornik
Hvozdec	České Budějovice	ceske-budejovice/hvozdec
Kvášňovice	Klatovy	klatovy/kvasnovice
Vincencov	Prostějov	prostejov/vincencov
Podmoky	Havlíčkův Brod	havlickuv-brod/podmoky
Mysletín	Pelhřimov	pelhrimov/mysletin
Zbenice	Příbram	pribram/zbenice
Vrbice	Jičín	jicin/vrbice
Třebčice	Plzeň-jih	plzen-jih/trebcice
Kalhov	Jihlava	jihlava/kalhov
Kdousov	Třebíč	trebic/kdousov
Velké Janovice	Žďár nad Sázavou	zdar-nad-sazavou/velke-janovice
Čelechovice	Přerov	prerov/celechovice
Lužce	Beroun	beroun/luzce
Uzeničky	Strakonice	strakonice/uzenicky
Prameny	Cheb	cheb/prameny
Pojbuky	Tábor	tabor/pojbuky
Chocomyšl	Domažlice	domazlice/chocomysl
Bystrá nad Jizerou	Semily	semily/bystra-nad-jizerou
Stropešín	Třebíč	trebic/stropesin
Nová Ves	Louny	louny/nova-ves
Nadryby	Plzeň-sever	plzen-sever/nadryby
Krasíkovice	Pelhřimov	pelhrimov/krasikovice
Polště	Jindřichův Hradec	jindrichuv-hradec/polste
Janov	Rakovník	rakovnik/janov
Všekary	Domažlice	domazlice/vsekary
Kovanec	Mladá Boleslav	mlada-boleslav/kovanec
Račín	Žďár nad Sázavou	zdar-nad-sazavou/racin
Loukovice	Třebíč	trebic/loukovice
Komárov	Tábor	tabor/komarov
Dománovice	Kolín	kolin/domanovice
Lisov	Plzeň-jih	plzen-jih/lisov
Křižanovice	Chrudim	chrudim/krizanovice
Zhořec	Pelhřimov	pelhrimov/zhorec
Lochousice	Plzeň-sever	plzen-sever/lochousice
Chrtníč	Havlíčkův Brod	havlickuv-brod/chrtnic
Sekeřice	Jičín	jicin/sekerice
Radkov	Svitavy	svitavy/radkov
Hamry	Klatovy	klatovy/hamry
Vystrčenovice	Jihlava	jihlava/vystrcenovice
Komárovice	Třebíč	trebic/komarovice
Rohy	Třebíč	trebic/rohy
Radešín	Žďár nad Sázavou	zdar-nad-sazavou/radesin
Dobšice	České Budějovice	ceske-budejovice/dobsice
Strunkovice nad Volyňkou	Strakonice	strakonice/strunkovice-nad-volynkou
Obora	Tachov	tachov/obora
Bačkovice	Třebíč	trebic/backovice
Bílá Hlína	Mladá Boleslav	mlada-boleslav/bila-hlina
Nová Ves u Leštiny	Havlíčkův Brod	havlickuv-brod/nova-ves-u-lestiny
Šaplava	Hradec Králové	hradec-kralove/saplava
Litoboř	Náchod	nachod/litobor
Roztoky u Semil	Semily	semily/roztoky-u-semil
Zborovy	Klatovy	klatovy/zborovy
Strhaře	Brno-venkov	brno-venkov/strhare
Mysletice	Jihlava	jihlava/mysletice
Zašovice	Třebíč	trebic/zasovice
Záhoří	Jindřichův Hradec	jindrichuv-hradec/zahori
Dobrovítov	Kutná Hora	kutna-hora/dobrovitov
Kváskovice	Strakonice	strakonice/kvaskovice
Čáslavsko	Pelhřimov	pelhrimov/caslavsko
Bílsko u Hořic	Jičín	jicin/bilsko-u-horic
Dobronice u Bechyně	Tábor	tabor/dobronice-u-bechyne
Ponědraž	Jindřichův Hradec	jindrichuv-hradec/ponedraz
Lavičné	Svitavy	svitavy/lavicne
Štěpkov	Třebíč	trebic/stepkov
Kotlasy	Žďár nad Sázavou	zdar-nad-sazavou/kotlasy
Květov	Písek	pisek/kvetov
Žárovná	Prachatice	prachatice/zarovna
Borovnice	České Budějovice	ceske-budejovice/borovnice
Lom	Strakonice	strakonice/lom
Přeskače	Znojmo	znojmo/preskace
Libkov	Domažlice	domazlice/libkov
Chyšná	Pelhřimov	pelhrimov/chysna
Útěchovice pod Stražištěm	Pelhřimov	pelhrimov/utechovice-pod-strazistem
Psárov	Tábor	tabor/psarov
Kutrovice	Kladno	kladno/kutrovice
Frymburk	Klatovy	klatovy/frymburk
Strážná	Ústí nad Orlicí	usti-nad-orlici/strazna
Hraběšín	Kutná Hora	kutna-hora/hrabesin
Skřipel	Beroun	beroun/skripel
Teplička	Karlovy Vary	karlovy-vary/teplicka
Želnava	Prachatice	prachatice/zelnava
Chlistov	Klatovy	klatovy/chlistov
Jickovice	Písek	pisek/jickovice
Jilem	Jindřichův Hradec	jindrichuv-hradec/jilem
Kryštofovy Hamry	Chomutov	chomutov/krystofovy-hamry
Svojšice	Příbram	pribram/svojsice
Rochov	Litoměřice	litomerice/rochov
Bohuňovice	Svitavy	svitavy/bohunovice
Chodov	Karlovy Vary	karlovy-vary/chodov
Újezd u Plánice	Klatovy	klatovy/ujezd-u-planice
Malíkov	Svitavy	svitavy/malikov
Doupě	Jihlava	jihlava/doupe
Panské Dubenky	Jihlava	jihlava/panske-dubenky
Rudlice	Znojmo	znojmo/rudlice
Svépravice	Pelhřimov	pelhrimov/svepravice
Blažejovice	Benešov	benesov/blazejovice
Němčice	Strakonice	strakonice/nemcice
Němětice	Strakonice	strakonice/nemetice
Křešín	Příbram	pribram/kresin
Horní Meziříčko	Jindřichův Hradec	jindrichuv-hradec/horni-meziricko
Rácovice	Třebíč	trebic/racovice
Slavětín	Havlíčkův Brod	havlickuv-brod/slavetin
Kramolín	Plzeň-jih	plzen-jih/kramolin
Vrchovany	Česká Lípa	ceska-lipa/vrchovany
Janov	Rychnov nad Kněžnou	rychnov-nad-kneznou/janov
Valdíkov	Třebíč	trebic/valdikov
Krásné	Žďár nad Sázavou	zdar-nad-sazavou/krasne
Krty	Rakovník	rakovnik/krty
Sezemice	Mladá Boleslav	mlada-boleslav/sezemice
Kejnice	Klatovy	klatovy/kejnice
Míšov	Plzeň-jih	plzen-jih/misov
Droužetice	Strakonice	strakonice/drouzetice
Smržov	Jindřichův Hradec	jindrichuv-hradec/smrzov
Bednárec	Jindřichův Hradec	jindrichuv-hradec/bednarec
Úboč	Domažlice	domazlice/uboc
Brtnička	Jihlava	jihlava/brtnicka
Nový Telečkov	Třebíč	trebic/novy-teleckov
Kožušice	Vyškov	vyskov/kozusice
