label	zastKey	okrKey	okres
Ivaň	ivan	brno-venkov	Brno-venkov
Jevišovka	jevisovka	breclav	Břeclav
Klentnice	klentnice	breclav	Břeclav
Klobouky u Brna	klobouky-u-brna	breclav	Břeclav
Kobylí	kobyli	breclav	Břeclav
Kostice	kostice	breclav	Břeclav
Krumvíř	krumvir	breclav	Břeclav
Křepice	krepice	breclav	Břeclav
Lanžhot	lanzhot	breclav	Břeclav
Lednice	lednice	breclav	Břeclav
Mikulov	mikulov	breclav	Břeclav
Milovice	milovice	breclav	Břeclav
Moravská Nová Ves	moravska-nova-ves	breclav	Břeclav
Moravský Žižkov	moravsky-zizkov	breclav	Břeclav
Morkůvky	morkuvky	breclav	Břeclav
Němčičky	nemcicky	breclav	Břeclav
Nikolčice	nikolcice	breclav	Břeclav
Nosislav	nosislav	brno-venkov	Brno-venkov
Novosedly	novosedly	breclav	Břeclav
Nový Přerov	novy-prerov	breclav	Břeclav
Pasohlávky	pasohlavky	brno-venkov	Brno-venkov
Pavlov	pavlov	breclav	Břeclav
Perná	perna	breclav	Břeclav
Podivín	podivin	breclav	Břeclav
Pohořelice	pohorelice	brno-venkov	Brno-venkov
Popice	popice	breclav	Břeclav
Pouzdřany	pouzdrany	breclav	Břeclav
Přibice	pribice	brno-venkov	Brno-venkov
Přítluky	pritluky	breclav	Břeclav
Rakvice	rakvice	breclav	Břeclav
Sedlec	sedlec	breclav	Břeclav
Starovice	starovice	breclav	Břeclav
Starovičky	starovicky	breclav	Břeclav
Strachotín	strachotin	breclav	Břeclav
Šakvice	sakvice	breclav	Břeclav
Šitbořice	sitborice	breclav	Břeclav
Tvrdonice	tvrdonice	breclav	Břeclav
Týnec	tynec	breclav	Břeclav
Uherčice	uhercice	breclav	Břeclav
Valtice	valtice	breclav	Břeclav
Velké Bílovice	velke-bilovice	breclav	Břeclav
Velké Hostěrádky	velke-hosteradky	breclav	Břeclav
Velké Němčice	velke-nemcice	breclav	Břeclav
Velké Pavlovice	velke-pavlovice	breclav	Břeclav
Vlasatice	vlasatice	brno-venkov	Brno-venkov
Vranovice	vranovice	brno-venkov	Brno-venkov
Vrbice	vrbice	breclav	Břeclav
Zaječí	zajeci	breclav	Břeclav
Zlín	zlin	zlin	Zlín
Biskupice	biskupice	zlin	Zlín
Bohuslavice u Zlína	bohuslavice-u-zlina	zlin	Zlín
Bratřejov	bratrejov	zlin	Zlín
Brumov-Bylnice	brumov-bylnice	zlin	Zlín
Březová	brezova	zlin	Zlín
Březůvky	brezuvky	zlin	Zlín
Dešná	desna	zlin	Zlín
Dobrkovice	dobrkovice	zlin	Zlín
Dolní Lhota	dolni-lhota	zlin	Zlín
Doubravy	doubravy	zlin	Zlín
Drnovice	drnovice	zlin	Zlín
Držková	drzkova	zlin	Zlín
Fryšták	frystak	zlin	Zlín
Halenkovice	halenkovice	zlin	Zlín
Haluzice	haluzice	zlin	Zlín
Horní Lhota	horni-lhota	zlin	Zlín
Hostišová	hostisova	zlin	Zlín
Hrobice	hrobice	zlin	Zlín
Hřivínův Újezd	hrivinuv-ujezd	zlin	Zlín
Hvozdná	hvozdna	zlin	Zlín
Jasenná	jasenna	zlin	Zlín
Jestřabí	jestrabi	zlin	Zlín
Kaňovice	kanovice	zlin	Zlín
Kašava	kasava	zlin	Zlín
Loučka	loucka	zlin	Zlín
Ludkovice	ludkovice	zlin	Zlín
Luhačovice	luhacovice	zlin	Zlín
Lukov	lukov	zlin	Zlín
Lutonina	lutonina	zlin	Zlín
Machová	machova	zlin	Zlín
Mysločovice	myslocovice	zlin	Zlín
Napajedla	napajedla	zlin	Zlín
Návojná	navojna	zlin	Zlín
Nedašov	nedasov	zlin	Zlín
Nedašova Lhota	nedasova-lhota	zlin	Zlín
Neubuz	neubuz	zlin	Zlín
Otrokovice	otrokovice	zlin	Zlín
Podkopná Lhota	podkopna-lhota	zlin	Zlín
Provodov	provodov	zlin	Zlín
Racková	rackova	zlin	Zlín
Sazovice	sazovice	zlin	Zlín
Sehradice	sehradice	zlin	Zlín
Slavičín	slavicin	zlin	Zlín
Slopné	slopne	zlin	Zlín
Slušovice	slusovice	zlin	Zlín
Spytihněv	spytihnev	zlin	Zlín
Šanov	sanov	zlin	Zlín
Šarovy	sarovy	zlin	Zlín
Štítná nad Vláří-Popov	stitna-nad-vlari-popov	zlin	Zlín
Tlumačov	tlumacov	zlin	Zlín
Trnava	trnava	zlin	Zlín
Ublo	ublo	zlin	Zlín
Újezd	ujezd	zlin	Zlín
Valašské Klobouky	valasske-klobouky	zlin	Zlín
Velký Ořechov	velky-orechov	zlin	Zlín
Veselá	vesela	zlin	Zlín
Vizovice	vizovice	zlin	Zlín
Vlachovice	vlachovice	zlin	Zlín
Vlčková	vlckova	zlin	Zlín
Všemina	vsemina	zlin	Zlín
Vysoké Pole	vysoke-pole	zlin	Zlín
Zádveřice-Raková	zadverice-rakova	zlin	Zlín
Závist	zavist	blansko	Blansko
Žlutava	zlutava	zlin	Zlín
Hodonín	hodonin	hodonin	Hodonín
Archlebov	archlebov	hodonin	Hodonín
Blatnice pod Svatým Antonínkem	blatnice-pod-svatym-antoninkem	hodonin	Hodonín
Blatnička	blatnicka	hodonin	Hodonín
Světlá	svetla	blansko	Blansko
Bukovany	bukovany	hodonin	Hodonín
Bzenec	bzenec	hodonin	Hodonín
Čejč	cejc	hodonin	Hodonín
Čejkovice	cejkovice	hodonin	Hodonín
Čeložnice	celoznice	hodonin	Hodonín
Dambořice	damborice	hodonin	Hodonín
Dolní Bojanovice	dolni-bojanovice	hodonin	Hodonín
Domanín	domanin	hodonin	Hodonín
Dražůvky	drazuvky	hodonin	Hodonín
Dubňany	dubnany	hodonin	Hodonín
Hovorany	hovorany	hodonin	Hodonín
Hroznová Lhota	hroznova-lhota	hodonin	Hodonín
Hrubá Vrbka	hruba-vrbka	hodonin	Hodonín
Hýsly	hysly	hodonin	Hodonín
Javorník	javornik	hodonin	Hodonín
Ježov	jezov	hodonin	Hodonín
Josefov	josefov	hodonin	Hodonín
Karlín	karlin	hodonin	Hodonín
Kelčany	kelcany	hodonin	Hodonín
Kněždub	knezdub	hodonin	Hodonín
Kostelec	kostelec	hodonin	Hodonín
Kozojídky	kozojidky	hodonin	Hodonín
Kuželov	kuzelov	hodonin	Hodonín
Kyjov	kyjov	hodonin	Hodonín
Labuty	labuty	hodonin	Hodonín
Lipov	lipov	hodonin	Hodonín
Louka	louka	hodonin	Hodonín
Lovčice	lovcice	hodonin	Hodonín
Lužice	luzice	hodonin	Hodonín
Malá Vrbka	mala-vrbka	hodonin	Hodonín
Mikulčice	mikulcice	hodonin	Hodonín
Milotice	milotice	hodonin	Hodonín
Moravany	moravany	hodonin	Hodonín
Moravský Písek	moravsky-pisek	hodonin	Hodonín
Mutěnice	mutenice	hodonin	Hodonín
Násedlovice	nasedlovice	hodonin	Hodonín
Nechvalín	nechvalin	hodonin	Hodonín
Nenkovice	nenkovice	hodonin	Hodonín
Nová Lhota	nova-lhota	hodonin	Hodonín
Nový Poddvorov	novy-poddvorov	hodonin	Hodonín
Ostrovánky	ostrovanky	hodonin	Hodonín
Petrov	petrov	hodonin	Hodonín
Prušánky	prusanky	hodonin	Hodonín
Radějov	radejov	hodonin	Hodonín
Ratíškovice	ratiskovice	hodonin	Hodonín
Rohatec	rohatec	hodonin	Hodonín
Skalka	skalka	hodonin	Hodonín
Skoronice	skoronice	hodonin	Hodonín
Sobůlky	sobulky	hodonin	Hodonín
Starý Poddvorov	stary-poddvorov	hodonin	Hodonín
Stavěšice	stavesice	hodonin	Hodonín
Strážnice	straznice	hodonin	Hodonín
Strážovice	strazovice	hodonin	Hodonín
Sudoměřice	sudomerice	hodonin	Hodonín
Suchov	suchov	hodonin	Hodonín
Svatobořice-Mistřín	svatoborice-mistrin	hodonin	Hodonín
Syrovín	syrovin	hodonin	Hodonín
Šardice	sardice	hodonin	Hodonín
Tasov	tasov	hodonin	Hodonín
Těmice	temice	hodonin	Hodonín
Terezín	terezin	hodonin	Hodonín
Tvarožná Lhota	tvarozna-lhota	hodonin	Hodonín
Uhřice	uhrice	hodonin	Hodonín
Vacenovice	vacenovice	hodonin	Hodonín
Velká nad Veličkou	velka-nad-velickou	hodonin	Hodonín
Veselí nad Moravou	veseli-nad-moravou	hodonin	Hodonín
Věteřov	veterov	hodonin	Hodonín
Vlkoš	vlkos	hodonin	Hodonín
Vnorovy	vnorovy	hodonin	Hodonín
Vracov	vracov	hodonin	Hodonín
Vřesovice	vresovice	hodonin	Hodonín
Žádovice	zadovice	hodonin	Hodonín
Žarošice	zarosice	hodonin	Hodonín
Ždánice	zdanice	hodonin	Hodonín
Želetice	zeletice	hodonin	Hodonín
Žeravice	zeravice	hodonin	Hodonín
Žeraviny	zeraviny	hodonin	Hodonín
Jihlava	jihlava	jihlava	Jihlava
Arnolec	arnolec	jihlava	Jihlava
Batelov	batelov	jihlava	Jihlava
Lipová	lipova	zlin	Zlín
Bílý Kámen	bily-kamen	jihlava	Jihlava
Bítovčice	bitovcice	jihlava	Jihlava
Bohuslavice	bohuslavice	jihlava	Jihlava
Rudimov	rudimov	zlin	Zlín
Boršov	borsov	jihlava	Jihlava
Brtnice	brtnice	jihlava	Jihlava
Brzkov	brzkov	jihlava	Jihlava
Křekov	krekov	zlin	Zlín
Cejle	cejle	jihlava	Jihlava
Cerekvička-Rosice	cerekvicka-rosice	jihlava	Jihlava
Vlachova Lhota	vlachova-lhota	zlin	Zlín
Černíč	cernic	jihlava	Jihlava
Dlouhá Brtnice	dlouha-brtnice	jihlava	Jihlava
Dobronín	dobronin	jihlava	Jihlava
Dobroutov	dobroutov	jihlava	Jihlava
Dolní Cerekev	dolni-cerekev	jihlava	Jihlava
Karlovice	karlovice	zlin	Zlín
Dolní Vilímeč	dolni-vilimec	jihlava	Jihlava
Doupě	doupe	jihlava	Jihlava
Dudín	dudin	jihlava	Jihlava
Dušejov	dusejov	jihlava	Jihlava
Dyjice	dyjice	jihlava	Jihlava
Čížov	cizov	jihlava	Jihlava
Hladov	hladov	jihlava	Jihlava
Hodice	hodice	jihlava	Jihlava
Hojkov	hojkov	jihlava	Jihlava
Horní Dubenky	horni-dubenky	jihlava	Jihlava
Rančířov	rancirov	jihlava	Jihlava
Borovná	borovna	jihlava	Jihlava
Hostětice	hostetice	jihlava	Jihlava
Horní Myslová	horni-myslova	jihlava	Jihlava
Olší	olsi	jihlava	Jihlava
Hubenov	hubenov	jihlava	Jihlava
Zadní Vydří	zadni-vydri	jihlava	Jihlava
Jamné	jamne	jihlava	Jihlava
Zástřizly	zastrizly	kromeriz	Kroměříž
Jersín	jersin	jihlava	Jihlava
Jezdovice	jezdovice	jihlava	Jihlava
Ježená	jezena	jihlava	Jihlava
Jihlávka	jihlavka	jihlava	Jihlava
Jindřichovice	jindrichovice	jihlava	Jihlava
Kalhov	kalhov	jihlava	Jihlava
Kaliště	kaliste	jihlava	Jihlava
Kamenice	kamenice	jihlava	Jihlava
Karolín	karolin	kromeriz	Kroměříž
Kamenná	kamenna	jihlava	Jihlava
Klatovec	klatovec	jihlava	Jihlava
Knínice	kninice	jihlava	Jihlava
Prasklice	prasklice	kromeriz	Kroměříž
Kostelec	kostelec	jihlava	Jihlava
Kostelní Myslová	kostelni-myslova	jihlava	Jihlava
Kozlov	kozlov	jihlava	Jihlava
Krahulčí	krahulci	jihlava	Jihlava
Krasonice	krasonice	jihlava	Jihlava
Lhotka	lhotka	jihlava	Jihlava
Stropešín	stropesin	trebic	Třebíč
Luka nad Jihlavou	luka-nad-jihlavou	jihlava	Jihlava
Malý Beranov	maly-beranov	jihlava	Jihlava
Markvartice	markvartice	jihlava	Jihlava
Měšín	mesin	jihlava	Jihlava
Meziříčko	meziricko	zdar-nad-sazavou	Žďár nad Sázavou
Milíčov	milicov	jihlava	Jihlava
Mirošov	mirosov	jihlava	Jihlava
Mrákotín	mrakotin	jihlava	Jihlava
Mysletice	mysletice	jihlava	Jihlava
Mysliboř	myslibor	jihlava	Jihlava
Nadějov	nadejov	jihlava	Jihlava
Nevcehle	nevcehle	jihlava	Jihlava
Nová Říše	nova-rise	jihlava	Jihlava
Lomy	lomy	trebic	Třebíč
Olšany	olsany	jihlava	Jihlava
Opatov	opatov	jihlava	Jihlava
Ořechov	orechov	jihlava	Jihlava
Otín	otin	jihlava	Jihlava
Panenská Rozsíčka	panenska-rozsicka	jihlava	Jihlava
Dolní Lažany	dolni-lazany	trebic	Třebíč
Panské Dubenky	panske-dubenky	jihlava	Jihlava
Pavlov	pavlov	jihlava	Jihlava
Valdíkov	valdikov	trebic	Třebíč
Plandry	plandry	jihlava	Jihlava
Polná	polna	jihlava	Jihlava
Nový Šaldorf-Sedlešovice	novy-saldorf-sedlesovice	znojmo	Znojmo
Rodkov	rodkov	zdar-nad-sazavou	Žďár nad Sázavou
Puklice	puklice	jihlava	Jihlava
Tři Studně	tri-studne	zdar-nad-sazavou	Žďár nad Sázavou
Radkov	radkov	jihlava	Jihlava
Milešín	milesin	zdar-nad-sazavou	Žďár nad Sázavou
Rantířov	rantirov	jihlava	Jihlava
Rohozná	rohozna	jihlava	Jihlava
Rozseč	rozsec	jihlava	Jihlava
Růžená	ruzena	jihlava	Jihlava
Rybné	rybne	jihlava	Jihlava
Řásná	rasna	jihlava	Jihlava
Křídla	kridla	zdar-nad-sazavou	Žďár nad Sázavou
Řídelov	ridelov	jihlava	Jihlava
Vlachovice	vlachovice	zdar-nad-sazavou	Žďár nad Sázavou
Sedlatice	sedlatice	jihlava	Jihlava
Sedlejov	sedlejov	jihlava	Jihlava
Velké Tresné	velke-tresne	zdar-nad-sazavou	Žďár nad Sázavou
Katov	katov	brno-venkov	Brno-venkov
Stáj	staj	jihlava	Jihlava
Stará Říše	stara-rise	jihlava	Jihlava
Stonařov	stonarov	jihlava	Jihlava
Strachoňovice	strachonovice	jihlava	Jihlava
Střítež	stritez	jihlava	Jihlava
Nové Dvory	nove-dvory	zdar-nad-sazavou	Žďár nad Sázavou
Suchá	sucha	jihlava	Jihlava
Svojkovice	svojkovice	jihlava	Jihlava
Šimanov	simanov	jihlava	Jihlava
Cikháj	cikhaj	zdar-nad-sazavou	Žďár nad Sázavou
Telč	telc	jihlava	Jihlava
Třešť	trest	jihlava	Jihlava
Třeštice	trestice	jihlava	Jihlava
Račín	racin	zdar-nad-sazavou	Žďár nad Sázavou
Urbanov	urbanov	jihlava	Jihlava
Ústí	usti	jihlava	Jihlava
Vanov	vanov	jihlava	Jihlava
Vanůvek	vanuvek	jihlava	Jihlava
Vápovice	vapovice	jihlava	Jihlava
Velký Beranov	velky-beranov	jihlava	Jihlava
Větrný Jeníkov	vetrny-jenikov	jihlava	Jihlava
Věžnice	veznice	jihlava	Jihlava
Věžnička	veznicka	jihlava	Jihlava
Vílanec	vilanec	jihlava	Jihlava
Volevčice	volevcice	jihlava	Jihlava
Vyskytná nad Jihlavou	vyskytna-nad-jihlavou	jihlava	Jihlava
Vysoké Studnice	vysoke-studnice	jihlava	Jihlava
Vystrčenovice	vystrcenovice	jihlava	Jihlava
Záborná	zaborna	jihlava	Jihlava
Zbilidy	zbilidy	jihlava	Jihlava
Zbinohy	zbinohy	jihlava	Jihlava
Sazomín	sazomin	zdar-nad-sazavou	Žďár nad Sázavou
Zdeňkov	zdenkov	jihlava	Jihlava
Zhoř	zhor	jihlava	Jihlava
Zvolenovice	zvolenovice	jihlava	Jihlava
Žatec	zatec	jihlava	Jihlava
Ždírec	zdirec	jihlava	Jihlava
Kroměříž	kromeriz	kromeriz	Kroměříž
Bařice-Velké Těšany	barice-velke-tesany	kromeriz	Kroměříž
Bělov	belov	zlin	Zlín
Bezměrov	bezmerov	kromeriz	Kroměříž
Vysoké	vysoke	zdar-nad-sazavou	Žďár nad Sázavou
Vícenice	vicenice	trebic	Třebíč
Brusné	brusne	kromeriz	Kroměříž
Břest	brest	kromeriz	Kroměříž
Bystřice pod Hostýnem	bystrice-pod-hostynem	kromeriz	Kroměříž
Cetechovice	cetechovice	kromeriz	Kroměříž
Dřínov	drinov	kromeriz	Kroměříž
Holešov	holesov	kromeriz	Kroměříž
Horní Lapač	horni-lapac	kromeriz	Kroměříž
Hoštice	hostice	kromeriz	Kroměříž
Hulín	hulin	kromeriz	Kroměříž
Chomýž	chomyz	kromeriz	Kroměříž
Chropyně	chropyne	kromeriz	Kroměříž
Kostelany	kostelany	kromeriz	Kroměříž
Chvalnov-Lísky	chvalnov-lisky	kromeriz	Kroměříž
Jankovice	jankovice	kromeriz	Kroměříž
Jarohněvice	jarohnevice	kromeriz	Kroměříž
Komárno	komarno	kromeriz	Kroměříž
Koryčany	korycany	kromeriz	Kroměříž
Kostelec u Holešova	kostelec-u-holesova	kromeriz	Kroměříž
Kunkovice	kunkovice	kromeriz	Kroměříž
Kurovice	kurovice	kromeriz	Kroměříž
Kvasice	kvasice	kromeriz	Kroměříž
Kyselovice	kyselovice	kromeriz	Kroměříž
Lechotice	lechotice	kromeriz	Kroměříž
Litenčice	litencice	kromeriz	Kroměříž
Loukov	loukov	kromeriz	Kroměříž
Lubná	lubna	kromeriz	Kroměříž
Ludslavice	ludslavice	kromeriz	Kroměříž
Lutopecny	lutopecny	kromeriz	Kroměříž
Martinice	martinice	kromeriz	Kroměříž
Míškovice	miskovice	kromeriz	Kroměříž
Morkovice-Slížany	morkovice-slizany	kromeriz	Kroměříž
Němčice	nemcice	kromeriz	Kroměříž
Nítkovice	nitkovice	kromeriz	Kroměříž
Nová Dědina	nova-dedina	kromeriz	Kroměříž
Osíčko	osicko	kromeriz	Kroměříž
Pacetluky	pacetluky	kromeriz	Kroměříž
Pačlavice	paclavice	kromeriz	Kroměříž
Počenice-Tetětice	pocenice-tetetice	kromeriz	Kroměříž
Podhradní Lhota	podhradni-lhota	kromeriz	Kroměříž
Pravčice	pravcice	kromeriz	Kroměříž
Prusinovice	prusinovice	kromeriz	Kroměříž
Rajnochovice	rajnochovice	kromeriz	Kroměříž
Rataje	rataje	kromeriz	Kroměříž
Roštění	rosteni	kromeriz	Kroměříž
Roštín	rostin	kromeriz	Kroměříž
Rusava	rusava	kromeriz	Kroměříž
Rymice	rymice	kromeriz	Kroměříž
Skaštice	skastice	kromeriz	Kroměříž
Slavkov pod Hostýnem	slavkov-pod-hostynem	kromeriz	Kroměříž
Soběsuky	sobesuky	kromeriz	Kroměříž
Střílky	strilky	kromeriz	Kroměříž
Střížovice	strizovice	kromeriz	Kroměříž
Sulimov	sulimov	kromeriz	Kroměříž
Troubky-Zdislavice	troubky-zdislavice	kromeriz	Kroměříž
Třebětice	trebetice	kromeriz	Kroměříž
Uhřice	uhrice	kromeriz	Kroměříž
Věžky	vezky	kromeriz	Kroměříž
Vítonice	vitonice	kromeriz	Kroměříž
Zahnašovice	zahnasovice	kromeriz	Kroměříž
Záříčí	zarici	kromeriz	Kroměříž
Zborovice	zborovice	kromeriz	Kroměříž
Zdounky	zdounky	kromeriz	Kroměříž
Zlobice	zlobice	kromeriz	Kroměříž
Žalkovice	zalkovice	kromeriz	Kroměříž
Žeranovice	zeranovice	kromeriz	Kroměříž
Prostějov	prostejov	prostejov	Prostějov
Bedihošť	bedihost	prostejov	Prostějov
Bílovice-Lutotín	bilovice-lutotin	prostejov	Prostějov
Biskupice	biskupice	prostejov	Prostějov
Bohuslavice	bohuslavice	prostejov	Prostějov
Bousín	bousin	prostejov	Prostějov
Brodek u Konice	brodek-u-konice	prostejov	Prostějov
Brodek u Prostějova	brodek-u-prostejova	prostejov	Prostějov
Březsko	brezsko	prostejov	Prostějov
Budětsko	budetsko	prostejov	Prostějov
Buková	bukova	prostejov	Prostějov
Čehovice	cehovice	prostejov	Prostějov
Čechy pod Kosířem	cechy-pod-kosirem	prostejov	Prostějov
Čelčice	celcice	prostejov	Prostějov
Čelechovice na Hané	celechovice-na-hane	prostejov	Prostějov
Dětkovice	detkovice	prostejov	Prostějov
Dobrochov	dobrochov	prostejov	Prostějov
Dobromilice	dobromilice	prostejov	Prostějov
Doloplazy	doloplazy	prostejov	Prostějov
Drahany	drahany	prostejov	Prostějov
Dřevnovice	drevnovice	prostejov	Prostějov
Dzbel	dzbel	prostejov	Prostějov
Hluchov	hluchov	prostejov	Prostějov
Horní Štěpánov	horni-stepanov	prostejov	Prostějov
Hradčany-Kobeřice	hradcany-koberice	prostejov	Prostějov
Hrdibořice	hrdiborice	prostejov	Prostějov
Hrubčice	hrubcice	prostejov	Prostějov
Hvozd	hvozd	prostejov	Prostějov
Ivaň	ivan	prostejov	Prostějov
Jesenec	jesenec	prostejov	Prostějov
Kladky	kladky	prostejov	Prostějov
Klenovice na Hané	klenovice-na-hane	prostejov	Prostějov
Klopotovice	klopotovice	prostejov	Prostějov
Konice	konice	prostejov	Prostějov
Kostelec na Hané	kostelec-na-hane	prostejov	Prostějov
Koválovice-Osíčany	kovalovice-osicany	prostejov	Prostějov
Kralice na Hané	kralice-na-hane	prostejov	Prostějov
Krumsín	krumsin	prostejov	Prostějov
Laškov	laskov	prostejov	Prostějov
Lešany	lesany	prostejov	Prostějov
Lipová	lipova	prostejov	Prostějov
Ludmírov	ludmirov	prostejov	Prostějov
Malé Hradisko	male-hradisko	prostejov	Prostějov
Mořice	morice	prostejov	Prostějov
Mostkovice	mostkovice	prostejov	Prostějov
Myslejovice	myslejovice	prostejov	Prostějov
Němčice nad Hanou	nemcice-nad-hanou	prostejov	Prostějov
Nezamyslice	nezamyslice	prostejov	Prostějov
Niva	niva	prostejov	Prostějov
Obědkovice	obedkovice	prostejov	Prostějov
Ohrozim	ohrozim	prostejov	Prostějov
Ochoz	ochoz	prostejov	Prostějov
Olšany u Prostějova	olsany-u-prostejova	prostejov	Prostějov
Ondratice	ondratice	prostejov	Prostějov
Otaslavice	otaslavice	prostejov	Prostějov
Otinoves	otinoves	prostejov	Prostějov
Pěnčín	pencin	prostejov	Prostějov
Pivín	pivin	prostejov	Prostějov
Plumlov	plumlov	prostejov	Prostějov
Prostějovičky	prostejovicky	prostejov	Prostějov
Protivanov	protivanov	prostejov	Prostějov
Přemyslovice	premyslovice	prostejov	Prostějov
Ptení	pteni	prostejov	Prostějov
Raková u Konice	rakova-u-konice	prostejov	Prostějov
Rakůvka	rakuvka	prostejov	Prostějov
Rozstání	rozstani	prostejov	Prostějov
Skalka	skalka	prostejov	Prostějov
Skřípov	skripov	prostejov	Prostějov
Slatinky	slatinky	prostejov	Prostějov
Smržice	smrzice	prostejov	Prostějov
Srbce	srbce	prostejov	Prostějov
Stařechovice	starechovice	prostejov	Prostějov
Stínava	stinava	prostejov	Prostějov
Stražisko	strazisko	prostejov	Prostějov
Suchdol	suchdol	prostejov	Prostějov
Šubířov	subirov	prostejov	Prostějov
Tištín	tistin	prostejov	Prostějov
Tvorovice	tvorovice	prostejov	Prostějov
Určice	urcice	prostejov	Prostějov
Víceměřice	vicemerice	prostejov	Prostějov
Vícov	vicov	prostejov	Prostějov
Vitčice	vitcice	prostejov	Prostějov
Vranovice-Kelčice	vranovice-kelcice	prostejov	Prostějov
Vrbátky	vrbatky	prostejov	Prostějov
Vrchoslavice	vrchoslavice	prostejov	Prostějov
Vřesovice	vresovice	prostejov	Prostějov
Výšovice	vysovice	prostejov	Prostějov
Zdětín	zdetin	prostejov	Prostějov
Želeč	zelec	prostejov	Prostějov
Třebíč	trebic	trebic	Třebíč
Babice	babice	trebic	Třebíč
Bačice	bacice	trebic	Třebíč
Benetice	benetice	trebic	Třebíč
Biskupice-Pulkov	biskupice-pulkov	trebic	Třebíč
Blatnice	blatnice	trebic	Třebíč
Bochovice	bochovice	trebic	Třebíč
Bransouze	bransouze	trebic	Třebíč
Brtnička	brtnicka	jihlava	Jihlava
Březník	breznik	trebic	Třebíč
Budišov	budisov	trebic	Třebíč
Budkov	budkov	trebic	Třebíč
Cidlina	cidlina	trebic	Třebíč
Čáslavice	caslavice	trebic	Třebíč
Čechočovice	cechocovice	trebic	Třebíč
Čechtín	cechtin	trebic	Třebíč
Červená Lhota	cervena-lhota	trebic	Třebíč
Číhalín	cihalin	trebic	Třebíč
Číchov	cichov	trebic	Třebíč
Čikov	cikov	trebic	Třebíč
Číměř	cimer	trebic	Třebíč
Dalešice	dalesice	trebic	Třebíč
Dědice	dedice	trebic	Třebíč
Dešov	desov	trebic	Třebíč
Dolní Vilémovice	dolni-vilemovice	trebic	Třebíč
Domamil	domamil	trebic	Třebíč
Dukovany	dukovany	trebic	Třebíč
Hartvíkovice	hartvikovice	trebic	Třebíč
Heraltice	heraltice	trebic	Třebíč
Hluboké	hluboke	trebic	Třebíč
Hodov	hodov	trebic	Třebíč
Horní Heřmanice	horni-hermanice	trebic	Třebíč
Horní Újezd	horni-ujezd	trebic	Třebíč
Horní Vilémovice	horni-vilemovice	trebic	Třebíč
Hornice	hornice	trebic	Třebíč
Hrotovice	hrotovice	trebic	Třebíč
Hrutov	hrutov	jihlava	Jihlava
Hvězdoňovice	hvezdonovice	trebic	Třebíč
Chlístov	chlistov	trebic	Třebíč
Chlum	chlum	trebic	Třebíč
Jakubov u Moravských Budějovic	jakubov-u-moravskych-budejovic	trebic	Třebíč
Jaroměřice nad Rokytnou	jaromerice-nad-rokytnou	trebic	Třebíč
Jasenice	jasenice	trebic	Třebíč
Jemnice	jemnice	trebic	Třebíč
Jinošov	jinosov	trebic	Třebíč
Kamenná	kamenna	trebic	Třebíč
Kdousov	kdousov	trebic	Třebíč
Kladeruby nad Oslavou	kladeruby-nad-oslavou	trebic	Třebíč
Klučov	klucov	trebic	Třebíč
Kněžice	knezice	jihlava	Jihlava
Kojatice	kojatice	trebic	Třebíč
Kojetice	kojetice	trebic	Třebíč
Komárovice	komarovice	trebic	Třebíč
Koněšín	konesin	trebic	Třebíč
Kostníky	kostniky	trebic	Třebíč
Kouty	kouty	trebic	Třebíč
Kozlany	kozlany	trebic	Třebíč
Kralice nad Oslavou	kralice-nad-oslavou	trebic	Třebíč
Kramolín	kramolin	trebic	Třebíč
Krhov	krhov	trebic	Třebíč
Krokočín	krokocin	trebic	Třebíč
Lesná	lesna	trebic	Třebíč
Lesní Jakubov	lesni-jakubov	trebic	Třebíč
Lesonice	lesonice	trebic	Třebíč
Lhánice	lhanice	trebic	Třebíč
Lipník	lipnik	trebic	Třebíč
Litovany	litovany	trebic	Třebíč
Loukovice	loukovice	trebic	Třebíč
Markvartice	markvartice	trebic	Třebíč
Mastník	mastnik	trebic	Třebíč
Meziříčko	meziricko	trebic	Třebíč
Mikulovice	mikulovice	trebic	Třebíč
Mladoňovice	mladonovice	trebic	Třebíč
Mohelno	mohelno	trebic	Třebíč
Moravské Budějovice	moravske-budejovice	trebic	Třebíč
Myslibořice	mysliborice	trebic	Třebíč
Náměšť nad Oslavou	namest-nad-oslavou	trebic	Třebíč
Nárameč	naramec	trebic	Třebíč
Nimpšov	nimpsov	trebic	Třebíč
Nová Ves	nova-ves	trebic	Třebíč
Nové Syrovice	nove-syrovice	trebic	Třebíč
Nový Telečkov	novy-teleckov	trebic	Třebíč
Odunec	odunec	trebic	Třebíč
Okarec	okarec	trebic	Třebíč
Okříšky	okrisky	trebic	Třebíč
Opatov	opatov	trebic	Třebíč
Oponešice	oponesice	trebic	Třebíč
Ostašov	ostasov	trebic	Třebíč
Petrovice	petrovice	trebic	Třebíč
Petrůvky	petruvky	trebic	Třebíč
Police	police	trebic	Třebíč
Popůvky	popuvky	trebic	Třebíč
Pozďatín	pozdatin	trebic	Třebíč
Přeckov	preckov	trebic	Třebíč
Předín	predin	trebic	Třebíč
Přešovice	presovice	trebic	Třebíč
Přibyslavice	pribyslavice	trebic	Třebíč
Pucov	pucov	trebic	Třebíč
Pyšel	pysel	trebic	Třebíč
Račice	racice	trebic	Třebíč
