label	value
Skuhrov, okr. Beroun	beroun/skuhrov
Srbsko, okr. Beroun	beroun/srbsko
Stašov, okr. Beroun	beroun/stasov
Kadlín, okr. Mělník	melnik/kadlin
Suchomasty, okr. Beroun	beroun/suchomasty
Svatá, okr. Beroun	beroun/svata
Svatý Jan pod Skalou, okr. Beroun	beroun/svaty-jan-pod-skalou
Svinaře, okr. Beroun	beroun/svinare
Tachlovice, okr. Praha-západ	praha-zapad/tachlovice
Tetín, okr. Beroun	beroun/tetin
Tlustice, okr. Beroun	beroun/tlustice
Tmaň, okr. Beroun	beroun/tman
Nedomice, okr. Mělník	melnik/nedomice
Jeviněves, okr. Mělník	melnik/jevineves
Trubská, okr. Beroun	beroun/trubska
Lhotka, okr. Mělník	melnik/lhotka
Újezd, okr. Beroun	beroun/ujezd
Velký Chlumec, okr. Beroun	beroun/velky-chlumec
Hostín u Vojkovic, okr. Mělník	melnik/hostin-u-vojkovic
Vidim, okr. Mělník	melnik/vidim
Vráž, okr. Beroun	beroun/vraz
Všeradice, okr. Beroun	beroun/vseradice
Vysoký Újezd, okr. Beroun	beroun/vysoky-ujezd
Zadní Třebaň, okr. Beroun	beroun/zadni-treban
Dolní Zimoř, okr. Mělník	melnik/dolni-zimor
Zaječov, okr. Beroun	beroun/zajecov
Záluží, okr. Beroun	beroun/zaluzi
Zdice, okr. Beroun	beroun/zdice
Žebrák, okr. Beroun	beroun/zebrak
Chrášťany, okr. Benešov	benesov/chrastany
Chlístov, okr. Benešov	benesov/chlistov
Kladno, okr. Kladno	kladno/kladno
Václavice, okr. Benešov	benesov/vaclavice
Běloky, okr. Kladno	kladno/beloky
Beřovice, okr. Kladno	kladno/berovice
Borovnice, okr. Benešov	benesov/borovnice
Blevice, okr. Kladno	kladno/blevice
Brandýsek, okr. Kladno	kladno/brandysek
Braškov, okr. Kladno	kladno/braskov
Ješetice, okr. Benešov	benesov/jesetice
Bratronice, okr. Kladno	kladno/bratronice
Drahňovice, okr. Benešov	benesov/drahnovice
Buštěhrad, okr. Kladno	kladno/bustehrad
Tuřany, okr. Kladno	kladno/turany
Cvrčovice, okr. Kladno	kladno/cvrcovice
Lštění, okr. Benešov	benesov/lsteni
Černuc, okr. Kladno	kladno/cernuc
Červený Újezd, okr. Praha-západ	praha-zapad/cerveny-ujezd
Doksy, okr. Kladno	kladno/doksy
Slověnice, okr. Benešov	benesov/slovenice
Litichovice, okr. Benešov	benesov/litichovice
Všechlapy, okr. Benešov	benesov/vsechlapy
Družec, okr. Kladno	kladno/druzec
Dřetovice, okr. Kladno	kladno/dretovice
Dřínov, okr. Kladno	kladno/drinov
Třebešice, okr. Benešov	benesov/trebesice
Horní Bezděkov, okr. Kladno	kladno/horni-bezdekov
Hořešovice, okr. Kladno	kladno/horesovice
Hospozín, okr. Kladno	kladno/hospozin
Hostouň, okr. Kladno	kladno/hostoun
Hradečno, okr. Kladno	kladno/hradecno
Hrdlív, okr. Kladno	kladno/hrdliv
Hřebeč, okr. Kladno	kladno/hrebec
Blažejovice, okr. Benešov	benesov/blazejovice
Chržín, okr. Kladno	kladno/chrzin
Jarpice, okr. Kladno	kladno/jarpice
Jedomělice, okr. Kladno	kladno/jedomelice
Jemníky, okr. Kladno	kladno/jemniky
Snět, okr. Benešov	benesov/snet
Kačice, okr. Kladno	kladno/kacice
Kamenné Žehrovice, okr. Kladno	kladno/kamenne-zehrovice
Klobuky, okr. Kladno	kladno/klobuky
Kmetiněves, okr. Kladno	kladno/kmetineves
Knovíz, okr. Kladno	kladno/knoviz
Koleč, okr. Kladno	kladno/kolec
Šetějovice, okr. Benešov	benesov/setejovice
Kvílice, okr. Kladno	kladno/kvilice
Kyšice, okr. Kladno	kladno/kysice
Ledce, okr. Kladno	kladno/ledce
Tomice, okr. Benešov	benesov/tomice
Ratměřice, okr. Benešov	benesov/ratmerice
Bernartice, okr. Benešov	benesov/bernartice
Libušín, okr. Kladno	kladno/libusin
Lidice, okr. Kladno	kladno/lidice
Tisem, okr. Benešov	benesov/tisem
Choratice, okr. Benešov	benesov/choratice
Vodslivy, okr. Benešov	benesov/vodslivy
Makotřasy, okr. Kladno	kladno/makotrasy
Malé Kyšice, okr. Kladno	kladno/male-kysice
Popovice, okr. Benešov	benesov/popovice
Malíkovice, okr. Kladno	kladno/malikovice
Neuměřice, okr. Kladno	kladno/neumerice
Olovnice, okr. Mělník	melnik/olovnice
Otvovice, okr. Kladno	kladno/otvovice
Ctiboř, okr. Benešov	benesov/ctibor
Pavlov, okr. Kladno	kladno/pavlov
Pchery, okr. Kladno	kladno/pchery
Pletený Újezd, okr. Kladno	kladno/pleteny-ujezd
Děkanovice, okr. Benešov	benesov/dekanovice
Podlešín, okr. Kladno	kladno/podlesin
Pozdeň, okr. Kladno	kladno/pozden
Přelíc, okr. Kladno	kladno/prelic
Ptice, okr. Praha-západ	praha-zapad/ptice
Řisuty, okr. Kladno	kladno/risuty
Sazená, okr. Kladno	kladno/sazena
Slaný, okr. Kladno	kladno/slany
Slatina, okr. Kladno	kladno/slatina
Smečno, okr. Kladno	kladno/smecno
Dunice, okr. Benešov	benesov/dunice
Stehelčeves, okr. Kladno	kladno/stehelceves
Stochov, okr. Kladno	kladno/stochov
Chleby, okr. Benešov	benesov/chleby
Chářovice, okr. Benešov	benesov/charovice
Bušín, okr. Šumperk	sumperk/busin
Svinařov, okr. Kladno	kladno/svinarov
Šlapanice, okr. Kladno	kladno/slapanice
Bukovany, okr. Benešov	benesov/bukovany
Hradiště, okr. Benešov	benesov/hradiste
Řimovice, okr. Benešov	benesov/rimovice
Třebichovice, okr. Kladno	kladno/trebichovice
Třebíz, okr. Kladno	kladno/trebiz
Třebusice, okr. Kladno	kladno/trebusice
Tuchlovice, okr. Kladno	kladno/tuchlovice
Úhonice, okr. Praha-západ	praha-zapad/uhonice
Uhy, okr. Kladno	kladno/uhy
Unhošť, okr. Kladno	kladno/unhost
Velká Dobrá, okr. Kladno	kladno/velka-dobra
Velké Přítočno, okr. Kladno	kladno/velke-pritocno
Velvary, okr. Kladno	kladno/velvary
Vinařice, okr. Kladno	kladno/vinarice
Vraný, okr. Kladno	kladno/vrany
Pavlovice, okr. Benešov	benesov/pavlovice
Kladruby, okr. Benešov	benesov/kladruby
Zákolany, okr. Kladno	kladno/zakolany
Trubín, okr. Beroun	beroun/trubin
Zlonice, okr. Kladno	kladno/zlonice
Zvoleněves, okr. Kladno	kladno/zvoleneves
Žilina, okr. Kladno	kladno/zilina
Žižice, okr. Kladno	kladno/zizice
Kolín, okr. Kolín	kolin/kolin
Barchovice, okr. Kolín	kolin/barchovice
Bečváry, okr. Kolín	kolin/becvary
Bělušice, okr. Kolín	kolin/belusice
Králův Dvůr, okr. Beroun	beroun/kraluv-dvur
Břežany I, okr. Kolín	kolin/brezany-i
Břežany II, okr. Kolín	kolin/brezany-ii
Býchory, okr. Kolín	kolin/bychory
Cerhenice, okr. Kolín	kolin/cerhenice
Černé Voděrady, okr. Praha-východ	praha-vychod/cerne-voderady
Červené Pečky, okr. Kolín	kolin/cervene-pecky
Český Brod, okr. Kolín	kolin/cesky-brod
Dobřichov, okr. Kolín	kolin/dobrichov
Dolní Chvatliny, okr. Kolín	kolin/dolni-chvatliny
Doubravčice, okr. Kolín	kolin/doubravcice
Malá Víska, okr. Beroun	beroun/mala-viska
Horní Kruty, okr. Kolín	kolin/horni-kruty
Lhotka, okr. Beroun	beroun/lhotka
Chotutice, okr. Kolín	kolin/chotutice
Chrášťany, okr. Kolín	kolin/chrastany
Jestřabí Lhota, okr. Kolín	kolin/jestrabi-lhota
Jevany, okr. Praha-východ	praha-vychod/jevany
Klučov, okr. Kolín	kolin/klucov
Konárovice, okr. Kolín	kolin/konarovice
Kořenice, okr. Kolín	kolin/korenice
Kostelec nad Černými lesy, okr. Praha-východ	praha-vychod/kostelec-nad-cernymi-lesy
Kouřim, okr. Kolín	kolin/kourim
Kozojedy, okr. Praha-východ	praha-vychod/kozojedy
Krakovany, okr. Kolín	kolin/krakovany
Krupá, okr. Kolín	kolin/krupa
Křečhoř, okr. Kolín	kolin/krechor
Libenice, okr. Kolín	kolin/libenice
Libodřice, okr. Kolín	kolin/libodrice
Černá Voda, okr. Jeseník	jesenik/cerna-voda
Lošany, okr. Kolín	kolin/losany
Malotice, okr. Kolín	kolin/malotice
Nebovidy, okr. Kolín	kolin/nebovidy
Nová Ves I, okr. Kolín	kolin/nova-ves-i
Nučice, okr. Praha-východ	praha-vychod/nucice
Ohaře, okr. Kolín	kolin/ohare
Oleška, okr. Praha-východ	praha-vychod/oleska
Ovčáry, okr. Kolín	kolin/ovcary
Plaňany, okr. Kolín	kolin/planany
Polepy, okr. Kolín	kolin/polepy
Nenačovice, okr. Beroun	beroun/nenacovice
Přišimasy, okr. Kolín	kolin/prisimasy
Radim, okr. Kolín	kolin/radim
Radovesnice I, okr. Kolín	kolin/radovesnice-i
Radovesnice II, okr. Kolín	kolin/radovesnice-ii
Ratboř, okr. Kolín	kolin/ratbor
Rostoklaty, okr. Kolín	kolin/rostoklaty
Chrustenice, okr. Beroun	beroun/chrustenice
Dlouhomilov, okr. Šumperk	sumperk/dlouhomilov
Skvrňov, okr. Kolín	kolin/skvrnov
Starý Kolín, okr. Kolín	kolin/stary-kolin
Stříbrná Skalice, okr. Praha-východ	praha-vychod/stribrna-skalice
Svojšice, okr. Kolín	kolin/svojsice
Tismice, okr. Kolín	kolin/tismice
Toušice, okr. Kolín	kolin/tousice
Třebovle, okr. Kolín	kolin/trebovle
Tři Dvory, okr. Kolín	kolin/tri-dvory
Tuchoraz, okr. Kolín	kolin/tuchoraz
Tuklaty, okr. Kolín	kolin/tuklaty
Korno, okr. Beroun	beroun/korno
Týnec nad Labem, okr. Kolín	kolin/tynec-nad-labem
Uhlířská Lhota, okr. Kolín	kolin/uhlirska-lhota
Veletov, okr. Kolín	kolin/veletov
Velim, okr. Kolín	kolin/velim
Velký Osek, okr. Kolín	kolin/velky-osek
Veltruby, okr. Kolín	kolin/veltruby
Vitice, okr. Kolín	kolin/vitice
Vlkančice, okr. Praha-východ	praha-vychod/vlkancice
Volárna, okr. Kolín	kolin/volarna
Vrbčany, okr. Kolín	kolin/vrbcany
Vyžlovka, okr. Praha-východ	praha-vychod/vyzlovka
Mořinka, okr. Beroun	beroun/morinka
Zásmuky, okr. Kolín	kolin/zasmuky
Lážovice, okr. Beroun	beroun/lazovice
Žiželice, okr. Kolín	kolin/zizelice
Kutná Hora, okr. Kutná Hora	kutna-hora/kutna-hora
Skřipel, okr. Beroun	beroun/skripel
Bílé Podolí, okr. Kutná Hora	kutna-hora/bile-podoli
Bohdaneč, okr. Kutná Hora	kutna-hora/bohdanec
Církvice, okr. Kutná Hora	kutna-hora/cirkvice
Čáslav, okr. Kutná Hora	kutna-hora/caslav
Černíny, okr. Kutná Hora	kutna-hora/cerniny
Červené Janovice, okr. Kutná Hora	kutna-hora/cervene-janovice
Čestín, okr. Kutná Hora	kutna-hora/cestin
Vižina, okr. Beroun	beroun/vizina
Horka II, okr. Kutná Hora	kutna-hora/horka-ii
Hostovlice, okr. Kutná Hora	kutna-hora/hostovlice
Kotopeky, okr. Beroun	beroun/kotopeky
Chabeřice, okr. Kutná Hora	kutna-hora/chaberice
Chlístovice, okr. Kutná Hora	kutna-hora/chlistovice
Chotusice, okr. Kutná Hora	kutna-hora/chotusice
Otmíče, okr. Beroun	beroun/otmice
Kácov, okr. Kutná Hora	kutna-hora/kacov
Kluky, okr. Kutná Hora	kutna-hora/kluky
Bykoš, okr. Beroun	beroun/bykos
Krchleby, okr. Kutná Hora	kutna-hora/krchleby
Křesetice, okr. Kutná Hora	kutna-hora/kresetice
Ledečko, okr. Kutná Hora	kutna-hora/ledecko
Malešov, okr. Kutná Hora	kutna-hora/malesov
Svatý Mikuláš, okr. Kutná Hora	kutna-hora/svaty-mikulas
Miskovice, okr. Kutná Hora	kutna-hora/miskovice
Málkov, okr. Beroun	beroun/malkov
Nepoměřice, okr. Kutná Hora	kutna-hora/nepomerice
Vinařice, okr. Beroun	beroun/vinarice
Nové Dvory, okr. Kutná Hora	kutna-hora/nove-dvory
Okřesaneč, okr. Kutná Hora	kutna-hora/okresanec
Nesvačily, okr. Beroun	beroun/nesvacily
Onomyšl, okr. Kutná Hora	kutna-hora/onomysl
Podbrdy, okr. Beroun	beroun/podbrdy
Soběšín, okr. Kutná Hora	kutna-hora/sobesin
Pertoltice, okr. Kutná Hora	kutna-hora/pertoltice
Petrovice I, okr. Kutná Hora	kutna-hora/petrovice-i
Petrovice II, okr. Kutná Hora	kutna-hora/petrovice-ii
Potěhy, okr. Kutná Hora	kutna-hora/potehy
Rašovice, okr. Kutná Hora	kutna-hora/rasovice
Rataje nad Sázavou, okr. Kutná Hora	kutna-hora/rataje-nad-sazavou
Řendějov, okr. Kutná Hora	kutna-hora/rendejov
Samopše, okr. Kutná Hora	kutna-hora/samopse
Sázava, okr. Benešov	benesov/sazava
Slavošov, okr. Kutná Hora	kutna-hora/slavosov
Lužce, okr. Beroun	beroun/luzce
Staňkovice, okr. Kutná Hora	kutna-hora/stankovice
Bavoryně, okr. Beroun	beroun/bavoryne
Suchdol, okr. Kutná Hora	kutna-hora/suchdol
Chodouň, okr. Beroun	beroun/chodoun
Chlustina, okr. Beroun	beroun/chlustina
Točník, okr. Beroun	beroun/tocnik
Záhornice, okr. Nymburk	nymburk/zahornice
Tupadly, okr. Kutná Hora	kutna-hora/tupadly
Uhlířské Janovice, okr. Kutná Hora	kutna-hora/uhlirske-janovice
Úmonín, okr. Kutná Hora	kutna-hora/umonin
Úžice, okr. Kutná Hora	kutna-hora/uzice
Vavřinec, okr. Kutná Hora	kutna-hora/vavrinec
Vidice, okr. Kutná Hora	kutna-hora/vidice
Vinaře, okr. Kutná Hora	kutna-hora/vinare
Vlačice, okr. Kutná Hora	kutna-hora/vlacice
Vlastějovice, okr. Kutná Hora	kutna-hora/vlastejovice
Vlkaneč, okr. Kutná Hora	kutna-hora/vlkanec
Vrdy, okr. Kutná Hora	kutna-hora/vrdy
Záboří nad Labem, okr. Kutná Hora	kutna-hora/zabori-nad-labem
Zbizuby, okr. Kutná Hora	kutna-hora/zbizuby
Zbraslavice, okr. Kutná Hora	kutna-hora/zbraslavice
Zbýšov, okr. Kutná Hora	kutna-hora/zbysov
Zruč nad Sázavou, okr. Kutná Hora	kutna-hora/zruc-nad-sazavou
Žáky, okr. Kutná Hora	kutna-hora/zaky
Žehušice, okr. Kutná Hora	kutna-hora/zehusice
Žleby, okr. Kutná Hora	kutna-hora/zleby
Mělník, okr. Mělník	melnik/melnik
Borek, okr. Praha-východ	praha-vychod/borek
Újezd u Boskovic, okr. Blansko	blansko/ujezd-u-boskovic
Chroustov, okr. Nymburk	nymburk/chroustov
Býkev, okr. Mělník	melnik/bykev
Byšice, okr. Mělník	melnik/bysice
Cítov, okr. Mělník	melnik/citov
Čečelice, okr. Mělník	melnik/cecelice
Seletice, okr. Nymburk	nymburk/seletice
Dolní Beřkovice, okr. Mělník	melnik/dolni-berkovice
Dřínov, okr. Mělník	melnik/drinov
Dřísy, okr. Praha-východ	praha-vychod/drisy
Horní Počaply, okr. Mělník	melnik/horni-pocaply
Hořín, okr. Mělník	melnik/horin
Podhradí, okr. Zlín	zlin/podhradi
Chlumín, okr. Mělník	melnik/chlumin
Chorušice, okr. Mělník	melnik/chorusice
Chvatěruby, okr. Mělník	melnik/chvateruby
Hořany, okr. Nymburk	nymburk/horany
Zvěřínek, okr. Nymburk	nymburk/zverinek
Velenka, okr. Nymburk	nymburk/velenka
Starý Vestec, okr. Nymburk	nymburk/stary-vestec
Kly, okr. Mělník	melnik/kly
Kokořín, okr. Mělník	melnik/kokorin
Netřebice, okr. Nymburk	nymburk/netrebice
Dubicko, okr. Šumperk	sumperk/dubicko
Kostelec nad Labem, okr. Mělník	melnik/kostelec-nad-labem
Kouty, okr. Nymburk	nymburk/kouty
Kralupy nad Vltavou, okr. Mělník	melnik/kralupy-nad-vltavou
Křenek, okr. Praha-východ	praha-vychod/krenek
Ledčice, okr. Mělník	melnik/ledcice
Lhota, okr. Praha-východ	praha-vychod/lhota
Choťovice, okr. Kolín	kolin/chotovice
Liběchov, okr. Mělník	melnik/libechov
Běleč, okr. Kladno	kladno/belec
Lužec nad Vltavou, okr. Mělník	melnik/luzec-nad-vltavou
Malý Újezd, okr. Mělník	melnik/maly-ujezd
Mělnické Vtelno, okr. Mělník	melnik/melnicke-vtelno
Mšeno, okr. Mělník	melnik/mseno
Nebužely, okr. Mělník	melnik/nebuzely
Nelahozeves, okr. Mělník	melnik/nelahozeves
Neratovice, okr. Mělník	melnik/neratovice
Loucká, okr. Kladno	kladno/loucka
Královice, okr. Kladno	kladno/kralovice
Nová Ves, okr. Mělník	melnik/nova-ves
Bílichov, okr. Kladno	kladno/bilichov
Obříství, okr. Mělník	melnik/obristvi
Ovčáry, okr. Mělník	melnik/ovcary
Hořešovičky, okr. Kladno	kladno/horesovicky
Řepín, okr. Mělník	melnik/repin
Planá, okr. České Budějovice	ceske-budejovice/plana
Tichov, okr. Zlín	zlin/tichov
Spomyšl, okr. Mělník	melnik/spomysl
Dobrá Voda u Českých Budějovic, okr. České Budějovice	ceske-budejovice/dobra-voda-u-ceskych-budejovic
Střemy, okr. Mělník	melnik/stremy
Tišice, okr. Mělník	melnik/tisice
Ostrolovský Újezd, okr. České Budějovice	ceske-budejovice/ostrolovsky-ujezd
Dasný, okr. České Budějovice	ceske-budejovice/dasny
Úžice, okr. Mělník	melnik/uzice
Velký Borek, okr. Mělník	melnik/velky-borek
Veltrusy, okr. Mělník	melnik/veltrusy
Mydlovary, okr. České Budějovice	ceske-budejovice/mydlovary
Vojkovice, okr. Mělník	melnik/vojkovice
Vraňany, okr. Mělník	melnik/vranany
Všestudy, okr. Mělník	melnik/vsestudy
Všetaty, okr. Mělník	melnik/vsetaty
Vysoká, okr. Mělník	melnik/vysoka
Plav, okr. České Budějovice	ceske-budejovice/plav
Zálezlice, okr. Mělník	melnik/zalezlice
Záryby, okr. Praha-východ	praha-vychod/zaryby
Nákří, okr. České Budějovice	ceske-budejovice/nakri
Zlosyň, okr. Mělník	melnik/zlosyn
Želízy, okr. Mělník	melnik/zelizy
Bošilec, okr. České Budějovice	ceske-budejovice/bosilec
Mladá Boleslav, okr. Mladá Boleslav	mlada-boleslav/mlada-boleslav
Bakov nad Jizerou, okr. Mladá Boleslav	mlada-boleslav/bakov-nad-jizerou
Neplachov, okr. České Budějovice	ceske-budejovice/neplachov
Bělá pod Bezdězem, okr. Mladá Boleslav	mlada-boleslav/bela-pod-bezdezem
Benátky nad Jizerou, okr. Mladá Boleslav	mlada-boleslav/benatky-nad-jizerou
Hradce, okr. České Budějovice	ceske-budejovice/hradce
Bezno, okr. Mladá Boleslav	mlada-boleslav/bezno
Bítouchov, okr. Mladá Boleslav	mlada-boleslav/bitouchov
Úsilné, okr. České Budějovice	ceske-budejovice/usilne
Boreč, okr. Mladá Boleslav	mlada-boleslav/borec
Boseň, okr. Mladá Boleslav	mlada-boleslav/bosen
Hosty, okr. České Budějovice	ceske-budejovice/hosty
Hanušovice, okr. Šumperk	sumperk/hanusovice
Čakov, okr. České Budějovice	ceske-budejovice/cakov
Brodce, okr. Mladá Boleslav	mlada-boleslav/brodce
Březina, okr. Mladá Boleslav	mlada-boleslav/brezina
Habří, okr. České Budějovice	ceske-budejovice/habri
Březno, okr. Mladá Boleslav	mlada-boleslav/brezno
Zvíkov, okr. České Budějovice	ceske-budejovice/zvikov
Bukovno, okr. Mladá Boleslav	mlada-boleslav/bukovno
Hvozdec, okr. České Budějovice	ceske-budejovice/hvozdec
Čachovice, okr. Mladá Boleslav	mlada-boleslav/cachovice
Čistá, okr. Mladá Boleslav	mlada-boleslav/cista
Nová Ves, okr. České Budějovice	ceske-budejovice/nova-ves
Dlouhá Lhota, okr. Mladá Boleslav	mlada-boleslav/dlouha-lhota
Doubravice, okr. České Budějovice	ceske-budejovice/doubravice
Dobrovice, okr. Mladá Boleslav	mlada-boleslav/dobrovice
Borovnice, okr. České Budějovice	ceske-budejovice/borovnice
Petříkov, okr. České Budějovice	ceske-budejovice/petrikov
Dolní Bousov, okr. Mladá Boleslav	mlada-boleslav/dolni-bousov
Dolní Krupá, okr. Mladá Boleslav	mlada-boleslav/dolni-krupa
Dolní Slivno, okr. Mladá Boleslav	mlada-boleslav/dolni-slivno
Vidov, okr. České Budějovice	ceske-budejovice/vidov
Domousnice, okr. Mladá Boleslav	mlada-boleslav/domousnice
Hůry, okr. České Budějovice	ceske-budejovice/hury
Jivno, okr. České Budějovice	ceske-budejovice/jivno
Horní Studénky, okr. Šumperk	sumperk/horni-studenky
Dubičné, okr. České Budějovice	ceske-budejovice/dubicne
Vráto, okr. České Budějovice	ceske-budejovice/vrato
Libníč, okr. České Budějovice	ceske-budejovice/libnic
Horky nad Jizerou, okr. Mladá Boleslav	mlada-boleslav/horky-nad-jizerou
Adamov, okr. České Budějovice	ceske-budejovice/adamov
Horní Bukovina, okr. Mladá Boleslav	mlada-boleslav/horni-bukovina
Mokrý Lom, okr. České Budějovice	ceske-budejovice/mokry-lom
Hlavatce, okr. České Budějovice	ceske-budejovice/hlavatce
Hrdlořezy, okr. Mladá Boleslav	mlada-boleslav/hrdlorezy
Komařice, okr. České Budějovice	ceske-budejovice/komarice
Hoštejn, okr. Šumperk	sumperk/hostejn
Vitín, okr. České Budějovice	ceske-budejovice/vitin
Chotýčany, okr. České Budějovice	ceske-budejovice/chotycany
Vlkov, okr. České Budějovice	ceske-budejovice/vlkov
Chocnějovice, okr. Mladá Boleslav	mlada-boleslav/chocnejovice
Chotětov, okr. Mladá Boleslav	mlada-boleslav/chotetov
Mazelov, okr. České Budějovice	ceske-budejovice/mazelov
Drahotěšice, okr. České Budějovice	ceske-budejovice/drahotesice
Jabkenice, okr. Mladá Boleslav	mlada-boleslav/jabkenice
Jivina, okr. Mladá Boleslav	mlada-boleslav/jivina
Kamenná, okr. České Budějovice	ceske-budejovice/kamenna
Pištín, okr. České Budějovice	ceske-budejovice/pistin
Katusice, okr. Mladá Boleslav	mlada-boleslav/katusice
Zahájí, okr. České Budějovice	ceske-budejovice/zahaji
Klášter Hradiště nad Jizerou, okr. Mladá Boleslav	mlada-boleslav/klaster-hradiste-nad-jizerou
Strýčice, okr. České Budějovice	ceske-budejovice/strycice
Kněžmost, okr. Mladá Boleslav	mlada-boleslav/knezmost
Břehov, okr. České Budějovice	ceske-budejovice/brehov
Kochánky, okr. Mladá Boleslav	mlada-boleslav/kochanky
Hartmanice, okr. České Budějovice	ceske-budejovice/hartmanice
Velenice, okr. Nymburk	nymburk/velenice
Hrabišín, okr. Šumperk	sumperk/hrabisin
Horní Kněžeklady, okr. České Budějovice	ceske-budejovice/horni-knezeklady
Hynčina, okr. Šumperk	sumperk/hyncina
Kosořice, okr. Mladá Boleslav	mlada-boleslav/kosorice
Kostelní Hlavno, okr. Praha-východ	praha-vychod/kostelni-hlavno
Javorník, okr. Jeseník	jesenik/javornik
Bečice, okr. České Budějovice	ceske-budejovice/becice
Krásná Ves, okr. Mladá Boleslav	mlada-boleslav/krasna-ves
Krnsko, okr. Mladá Boleslav	mlada-boleslav/krnsko
Kropáčova Vrutice, okr. Mladá Boleslav	mlada-boleslav/kropacova-vrutice
Dobšice, okr. České Budějovice	ceske-budejovice/dobsice
Ledce, okr. Mladá Boleslav	mlada-boleslav/ledce
Lhotky, okr. Mladá Boleslav	mlada-boleslav/lhotky
Chlumec, okr. Český Krumlov	cesky-krumlov/chlumec
Zvíkov, okr. Český Krumlov	cesky-krumlov/zvikov
Srnín, okr. Český Krumlov	cesky-krumlov/srnin
Bohdalovice, okr. Český Krumlov	cesky-krumlov/bohdalovice
Loukovec, okr. Mladá Boleslav	mlada-boleslav/loukovec
Luštěnice, okr. Mladá Boleslav	mlada-boleslav/lustenice
Jedlí, okr. Šumperk	sumperk/jedli
Malšín, okr. Český Krumlov	cesky-krumlov/malsin
Věžovatá Pláně, okr. Český Krumlov	cesky-krumlov/vezovata-plane
Mnichovo Hradiště, okr. Mladá Boleslav	mlada-boleslav/mnichovo-hradiste
Němčice, okr. Mladá Boleslav	mlada-boleslav/nemcice
Krajníčko, okr. Strakonice	strakonice/krajnicko
Nepřevázka, okr. Mladá Boleslav	mlada-boleslav/neprevazka
Hornosín, okr. Strakonice	strakonice/hornosin
Nová Telib, okr. Mladá Boleslav	mlada-boleslav/nova-telib
Jeseník, okr. Jeseník	jesenik/jesenik
Jestřebí, okr. Šumperk	sumperk/jestrebi
